year,month,date_of_month,day_of_week,births,weekend
1998,september,2,wednesday,12289,FALSE
1998,september,3,thursday,12474,FALSE
1998,september,4,friday,12820,FALSE
1998,september,5,saturday,9057,TRUE
1998,september,6,sunday,7979,TRUE
1998,september,7,monday,8428,FALSE
1998,september,8,tuesday,12092,FALSE
1998,september,9,wednesday,13501,FALSE
1998,september,10,thursday,13306,FALSE
1998,september,11,friday,12920,FALSE
1998,september,12,saturday,9463,TRUE
1998,september,13,sunday,8434,TRUE
1998,september,14,monday,11694,FALSE
1998,september,15,tuesday,12975,FALSE
1998,september,16,wednesday,12768,FALSE
1998,september,17,thursday,12905,FALSE
1998,september,18,friday,13030,FALSE
1998,september,19,saturday,9541,TRUE
1998,september,20,sunday,8431,TRUE
1998,september,21,monday,11647,FALSE
1998,september,22,tuesday,12774,FALSE
1998,september,23,wednesday,12805,FALSE
1998,september,24,thursday,12708,FALSE
1998,september,25,friday,12501,FALSE
1998,september,26,saturday,9230,TRUE
1998,september,27,sunday,8279,TRUE
1998,september,28,monday,11744,FALSE
1998,september,29,tuesday,12716,FALSE
1998,september,30,wednesday,12196,FALSE
1998,october,1,thursday,12410,FALSE
1998,october,2,friday,12247,FALSE
1998,october,3,saturday,8895,TRUE
1998,october,4,sunday,7927,TRUE
1998,october,5,monday,11235,FALSE
1998,october,6,tuesday,12555,FALSE
1998,october,7,wednesday,12119,FALSE
1998,october,8,thursday,12128,FALSE
1998,october,9,friday,11750,FALSE
1998,october,10,saturday,8610,TRUE
1998,october,11,sunday,7785,TRUE
1998,october,12,monday,10645,FALSE
1998,october,13,tuesday,11815,FALSE
1998,october,14,wednesday,12063,FALSE
1998,october,15,thursday,12049,FALSE
1998,october,16,friday,11792,FALSE
1998,october,17,saturday,8475,TRUE
1998,october,18,sunday,7795,TRUE
1998,october,19,monday,10797,FALSE
1998,october,20,tuesday,12404,FALSE
1998,october,21,wednesday,11721,FALSE
1998,october,22,thursday,11866,FALSE
1998,october,23,friday,11644,FALSE
1998,october,24,saturday,8447,TRUE
1998,october,25,sunday,7768,TRUE
1998,october,26,monday,10967,FALSE
1998,october,27,tuesday,11996,FALSE
1998,october,28,wednesday,11841,FALSE
1998,october,29,thursday,11667,FALSE
1998,october,30,friday,11213,FALSE
1998,october,31,saturday,8164,TRUE
1998,november,1,sunday,7849,TRUE
1998,november,2,monday,11139,FALSE
1998,november,3,tuesday,12235,FALSE
1998,november,4,wednesday,11726,FALSE
1998,november,5,thursday,12007,FALSE
1998,november,6,friday,11773,FALSE
1998,november,7,saturday,8623,TRUE
1998,november,8,sunday,7615,TRUE
1998,november,9,monday,11171,FALSE
1998,november,10,tuesday,12312,FALSE
1998,november,11,wednesday,11662,FALSE
1998,november,12,thursday,11904,FALSE
1998,november,13,friday,10968,FALSE
1998,november,14,saturday,8689,TRUE
1998,november,15,sunday,7759,TRUE
1998,november,16,monday,11103,FALSE
1998,november,17,tuesday,12348,FALSE
1998,november,18,wednesday,11729,FALSE
1998,november,19,thursday,11815,FALSE
1998,november,20,friday,12095,FALSE
1998,november,21,saturday,8687,TRUE
1998,november,22,sunday,7649,TRUE
1998,november,23,monday,11942,FALSE
1998,november,24,tuesday,13143,FALSE
1998,november,25,wednesday,11311,FALSE
1998,november,26,thursday,7658,FALSE
1998,november,27,friday,9185,FALSE
1998,november,28,saturday,8295,TRUE
1998,november,29,sunday,7732,TRUE
1998,november,30,monday,11117,FALSE
1998,december,1,tuesday,12612,FALSE
1998,december,2,wednesday,12003,FALSE
1998,december,3,thursday,11990,FALSE
1998,december,4,friday,11661,FALSE
1998,december,5,saturday,8368,TRUE
1998,december,6,sunday,7614,TRUE
1998,december,7,monday,10872,FALSE
1998,december,8,tuesday,12354,FALSE
1998,december,9,wednesday,11824,FALSE
1998,december,10,thursday,11685,FALSE
1998,december,11,friday,11284,FALSE
1998,december,12,saturday,8418,TRUE
1998,december,13,sunday,7460,TRUE
1998,december,14,monday,11063,FALSE
1998,december,15,tuesday,12430,FALSE
1998,december,16,wednesday,12256,FALSE
1998,december,17,thursday,12572,FALSE
1998,december,18,friday,12634,FALSE
1998,december,19,saturday,8804,TRUE
1998,december,20,sunday,7792,TRUE
1998,december,21,monday,12414,FALSE
1998,december,22,tuesday,13286,FALSE
1998,december,23,wednesday,11149,FALSE
1998,december,24,thursday,8464,FALSE
1998,december,25,friday,7020,FALSE
1998,december,26,saturday,7735,TRUE
1998,december,27,sunday,7829,TRUE
1998,december,28,monday,11980,FALSE
1998,december,29,tuesday,13637,FALSE
1998,december,30,wednesday,13297,FALSE
1998,december,31,thursday,11389,FALSE
1999,january,1,friday,8163,FALSE
1999,january,2,saturday,7637,TRUE
1999,january,3,sunday,7416,TRUE
1999,january,4,monday,10396,FALSE
1999,january,5,tuesday,12004,FALSE
1999,january,6,wednesday,11718,FALSE
1999,january,7,thursday,11901,FALSE
1999,january,8,friday,11772,FALSE
1999,january,9,saturday,8466,TRUE
1999,january,10,sunday,7704,TRUE
1999,january,11,monday,10816,FALSE
1999,january,12,tuesday,12190,FALSE
1999,january,13,wednesday,11626,FALSE
1999,january,14,thursday,11767,FALSE
1999,january,15,friday,11704,FALSE
1999,january,16,saturday,8444,TRUE
1999,january,17,sunday,7679,TRUE
1999,january,18,monday,10508,FALSE
1999,january,19,tuesday,11812,FALSE
1999,january,20,wednesday,11901,FALSE
1999,january,21,thursday,12027,FALSE
1999,january,22,friday,11677,FALSE
1999,january,23,saturday,8587,TRUE
1999,january,24,sunday,7597,TRUE
1999,january,25,monday,10973,FALSE
1999,january,26,tuesday,11915,FALSE
1999,january,27,wednesday,11548,FALSE
1999,january,28,thursday,11745,FALSE
1999,january,29,friday,11571,FALSE
1999,january,30,saturday,8473,TRUE
1999,january,31,sunday,7445,TRUE
1999,february,1,monday,10718,FALSE
1999,february,2,tuesday,12037,FALSE
1999,february,3,wednesday,11747,FALSE
1999,february,4,thursday,11811,FALSE
1999,february,5,friday,11693,FALSE
1999,february,6,saturday,8394,TRUE
1999,february,7,sunday,7675,TRUE
1999,february,8,monday,11022,FALSE
1999,february,9,tuesday,12157,FALSE
1999,february,10,wednesday,11849,FALSE
1999,february,11,thursday,12086,FALSE
1999,february,12,friday,11709,FALSE
1999,february,13,saturday,8298,TRUE
1999,february,14,sunday,7902,TRUE
1999,february,15,monday,10431,FALSE
1999,february,16,tuesday,11987,FALSE
1999,february,17,wednesday,11868,FALSE
1999,february,18,thursday,11909,FALSE
1999,february,19,friday,11818,FALSE
1999,february,20,saturday,8604,TRUE
1999,february,21,sunday,7664,TRUE
1999,february,22,monday,10958,FALSE
1999,february,23,tuesday,11875,FALSE
1999,february,24,wednesday,11761,FALSE
1999,february,25,thursday,11716,FALSE
1999,february,26,friday,11615,FALSE
1999,february,27,saturday,8458,TRUE
1999,february,28,sunday,7806,TRUE
1999,march,1,monday,10958,FALSE
1999,march,2,tuesday,12288,FALSE
1999,march,3,wednesday,11998,FALSE
1999,march,4,thursday,11767,FALSE
1999,march,5,friday,11841,FALSE
1999,march,6,saturday,8616,TRUE
1999,march,7,sunday,7578,TRUE
1999,march,8,monday,10749,FALSE
1999,march,9,tuesday,11896,FALSE
1999,march,10,wednesday,11823,FALSE
1999,march,11,thursday,11832,FALSE
1999,march,12,friday,11834,FALSE
1999,march,13,saturday,8436,TRUE
1999,march,14,sunday,7549,TRUE
1999,march,15,monday,10830,FALSE
1999,march,16,tuesday,12134,FALSE
1999,march,17,wednesday,11928,FALSE
1999,march,18,thursday,11915,FALSE
1999,march,19,friday,11554,FALSE
1999,march,20,saturday,8621,TRUE
1999,march,21,sunday,7582,TRUE
1999,march,22,monday,10743,FALSE
1999,march,23,tuesday,12132,FALSE
1999,march,24,wednesday,11764,FALSE
1999,march,25,thursday,11879,FALSE
1999,march,26,friday,11543,FALSE
1999,march,27,saturday,8592,TRUE
1999,march,28,sunday,7389,TRUE
1999,march,29,monday,11259,FALSE
1999,march,30,tuesday,12071,FALSE
1999,march,31,wednesday,11838,FALSE
1999,april,1,thursday,11313,FALSE
1999,april,2,friday,11354,FALSE
1999,april,3,saturday,8059,TRUE
1999,april,4,sunday,7067,TRUE
1999,april,5,monday,10820,FALSE
1999,april,6,tuesday,12063,FALSE
1999,april,7,wednesday,11941,FALSE
1999,april,8,thursday,11724,FALSE
1999,april,9,friday,11550,FALSE
1999,april,10,saturday,8364,TRUE
1999,april,11,sunday,7510,TRUE
1999,april,12,monday,10849,FALSE
1999,april,13,tuesday,11884,FALSE
1999,april,14,wednesday,11669,FALSE
1999,april,15,thursday,11818,FALSE
1999,april,16,friday,11546,FALSE
1999,april,17,saturday,8633,TRUE
1999,april,18,sunday,7394,TRUE
1999,april,19,monday,10767,FALSE
1999,april,20,tuesday,12067,FALSE
1999,april,21,wednesday,11636,FALSE
1999,april,22,thursday,11763,FALSE
1999,april,23,friday,11533,FALSE
1999,april,24,saturday,8301,TRUE
1999,april,25,sunday,7370,TRUE
1999,april,26,monday,10806,FALSE
1999,april,27,tuesday,12013,FALSE
1999,april,28,wednesday,11915,FALSE
1999,april,29,thursday,11743,FALSE
1999,april,30,friday,11417,FALSE
1999,may,1,saturday,8522,TRUE
1999,may,2,sunday,7537,TRUE
1999,may,3,monday,10972,FALSE
1999,may,4,tuesday,12455,FALSE
1999,may,5,wednesday,12278,FALSE
1999,may,6,thursday,12267,FALSE
1999,may,7,friday,11857,FALSE
1999,may,8,saturday,8314,TRUE
1999,may,9,sunday,7630,TRUE
1999,may,10,monday,11158,FALSE
1999,may,11,tuesday,12316,FALSE
1999,may,12,wednesday,12111,FALSE
1999,may,13,thursday,11801,FALSE
1999,may,14,friday,11874,FALSE
1999,may,15,saturday,8492,TRUE
1999,may,16,sunday,7600,TRUE
1999,may,17,monday,11106,FALSE
1999,may,18,tuesday,12438,FALSE
1999,may,19,wednesday,11758,FALSE
1999,may,20,thursday,11944,FALSE
1999,may,21,friday,11895,FALSE
1999,may,22,saturday,8558,TRUE
1999,may,23,sunday,7700,TRUE
1999,may,24,monday,11340,FALSE
1999,may,25,tuesday,12833,FALSE
1999,may,26,wednesday,12346,FALSE
1999,may,27,thursday,12640,FALSE
1999,may,28,friday,12405,FALSE
1999,may,29,saturday,8875,TRUE
1999,may,30,sunday,7661,TRUE
1999,may,31,monday,7843,FALSE
1999,june,1,tuesday,11583,FALSE
1999,june,2,wednesday,12961,FALSE
1999,june,3,thursday,12796,FALSE
1999,june,4,friday,12340,FALSE
1999,june,5,saturday,8814,TRUE
1999,june,6,sunday,7691,TRUE
1999,june,7,monday,11105,FALSE
1999,june,8,tuesday,12338,FALSE
1999,june,9,wednesday,12010,FALSE
1999,june,10,thursday,12259,FALSE
1999,june,11,friday,12028,FALSE
1999,june,12,saturday,8654,TRUE
1999,june,13,sunday,7648,TRUE
1999,june,14,monday,11145,FALSE
1999,june,15,tuesday,12525,FALSE
1999,june,16,wednesday,12089,FALSE
1999,june,17,thursday,12069,FALSE
1999,june,18,friday,11861,FALSE
1999,june,19,saturday,8621,TRUE
1999,june,20,sunday,7675,TRUE
1999,june,21,monday,11492,FALSE
1999,june,22,tuesday,12527,FALSE
1999,june,23,wednesday,12130,FALSE
1999,june,24,thursday,12343,FALSE
1999,june,25,friday,11768,FALSE
1999,june,26,saturday,8922,TRUE
1999,june,27,sunday,7968,TRUE
1999,june,28,monday,11506,FALSE
1999,june,29,tuesday,12853,FALSE
1999,june,30,wednesday,12480,FALSE
1999,july,1,thursday,12828,FALSE
1999,july,2,friday,12525,FALSE
1999,july,3,saturday,8764,TRUE
1999,july,4,sunday,7973,TRUE
1999,july,5,monday,8413,FALSE
1999,july,6,tuesday,11799,FALSE
1999,july,7,wednesday,13343,FALSE
1999,july,8,thursday,13245,FALSE
1999,july,9,friday,12566,FALSE
1999,july,10,saturday,9196,TRUE
1999,july,11,sunday,7882,TRUE
1999,july,12,monday,11489,FALSE
1999,july,13,tuesday,12646,FALSE
1999,july,14,wednesday,12631,FALSE
1999,july,15,thursday,12795,FALSE
1999,july,16,friday,12582,FALSE
1999,july,17,saturday,9034,TRUE
1999,july,18,sunday,8025,TRUE
1999,july,19,monday,11556,FALSE
1999,july,20,tuesday,12849,FALSE
1999,july,21,wednesday,12685,FALSE
1999,july,22,thursday,12945,FALSE
1999,july,23,friday,12674,FALSE
1999,july,24,saturday,9258,TRUE
1999,july,25,sunday,8182,TRUE
1999,july,26,monday,11687,FALSE
1999,july,27,tuesday,12903,FALSE
1999,july,28,wednesday,12803,FALSE
1999,july,29,thursday,12840,FALSE
1999,july,30,friday,12537,FALSE
1999,july,31,saturday,9157,TRUE
1999,august,1,sunday,8167,TRUE
1999,august,2,monday,11663,FALSE
1999,august,3,tuesday,12660,FALSE
1999,august,4,wednesday,12564,FALSE
1999,august,5,thursday,12587,FALSE
1999,august,6,friday,12448,FALSE
1999,august,7,saturday,9070,TRUE
1999,august,8,sunday,8074,TRUE
1999,august,9,monday,11408,FALSE
1999,august,10,tuesday,13035,FALSE
1999,august,11,wednesday,12572,FALSE
1999,august,12,thursday,13103,FALSE
1999,august,13,friday,11924,FALSE
1999,august,14,saturday,9143,TRUE
1999,august,15,sunday,8190,TRUE
1999,august,16,monday,11753,FALSE
1999,august,17,tuesday,13201,FALSE
1999,august,18,wednesday,12833,FALSE
1999,august,19,thursday,12783,FALSE
1999,august,20,friday,12764,FALSE
1999,august,21,saturday,9114,TRUE
1999,august,22,sunday,7964,TRUE
1999,august,23,monday,11673,FALSE
1999,august,24,tuesday,13035,FALSE
1999,august,25,wednesday,12595,FALSE
1999,august,26,thursday,12628,FALSE
1999,august,27,friday,12570,FALSE
1999,august,28,saturday,9387,TRUE
1999,august,29,sunday,8203,TRUE
1999,august,30,monday,11568,FALSE
1999,august,31,tuesday,12692,FALSE
1999,september,1,wednesday,12572,FALSE
1999,september,2,thursday,12896,FALSE
1999,september,3,friday,12914,FALSE
1999,september,4,saturday,8953,TRUE
1999,september,5,sunday,8203,TRUE
1999,september,6,monday,8249,FALSE
1999,september,7,tuesday,11969,FALSE
1999,september,8,wednesday,13437,FALSE
1999,september,9,thursday,14540,FALSE
1999,september,10,friday,13181,FALSE
1999,september,11,saturday,9634,TRUE
1999,september,12,sunday,8463,TRUE
1999,september,13,monday,11481,FALSE
1999,september,14,tuesday,12770,FALSE
1999,september,15,wednesday,12880,FALSE
1999,september,16,thursday,12843,FALSE
1999,september,17,friday,13142,FALSE
1999,september,18,saturday,9599,TRUE
1999,september,19,sunday,8559,TRUE
1999,september,20,monday,11961,FALSE
1999,september,21,tuesday,13384,FALSE
1999,september,22,wednesday,12994,FALSE
1999,september,23,thursday,13149,FALSE
1999,september,24,friday,13009,FALSE
1999,september,25,saturday,9568,TRUE
1999,september,26,sunday,8290,TRUE
1999,september,27,monday,12103,FALSE
1999,september,28,tuesday,13358,FALSE
1999,september,29,wednesday,12785,FALSE
1999,september,30,thursday,12523,FALSE
1999,october,1,friday,12544,FALSE
1999,october,2,saturday,9099,TRUE
1999,october,3,sunday,7888,TRUE
1999,october,4,monday,11506,FALSE
1999,october,5,tuesday,12871,FALSE
1999,october,6,wednesday,12534,FALSE
1999,october,7,thursday,12306,FALSE
1999,october,8,friday,12341,FALSE
1999,october,9,saturday,8804,TRUE
1999,october,10,sunday,7835,TRUE
1999,october,11,monday,11203,FALSE
1999,october,12,tuesday,12442,FALSE
1999,october,13,wednesday,12041,FALSE
1999,october,14,thursday,12115,FALSE
1999,october,15,friday,12187,FALSE
1999,october,16,saturday,8594,TRUE
1999,october,17,sunday,7562,TRUE
1999,october,18,monday,11021,FALSE
1999,october,19,tuesday,12354,FALSE
1999,october,20,wednesday,11830,FALSE
1999,october,21,thursday,11960,FALSE
1999,october,22,friday,11912,FALSE
1999,october,23,saturday,8404,TRUE
1999,october,24,sunday,7465,TRUE
1999,october,25,monday,11077,FALSE
1999,october,26,tuesday,12221,FALSE
1999,october,27,wednesday,11654,FALSE
1999,october,28,thursday,11693,FALSE
1999,october,29,friday,11534,FALSE
1999,october,30,saturday,8488,TRUE
1999,october,31,sunday,7495,TRUE
1999,november,1,monday,10839,FALSE
1999,november,2,tuesday,12098,FALSE
1999,november,3,wednesday,11803,FALSE
1999,november,4,thursday,11806,FALSE
1999,november,5,friday,11868,FALSE
1999,november,6,saturday,8533,TRUE
1999,november,7,sunday,7481,TRUE
1999,november,8,monday,11049,FALSE
1999,november,9,tuesday,12092,FALSE
1999,november,10,wednesday,11632,FALSE
1999,november,11,thursday,11802,FALSE
1999,november,12,friday,11556,FALSE
1999,november,13,saturday,8349,TRUE
1999,november,14,sunday,7526,TRUE
1999,november,15,monday,10928,FALSE
1999,november,16,tuesday,12263,FALSE
1999,november,17,wednesday,11665,FALSE
1999,november,18,thursday,11908,FALSE
1999,november,19,friday,12128,FALSE
1999,november,20,saturday,8630,TRUE
1999,november,21,sunday,7514,TRUE
1999,november,22,monday,12104,FALSE
1999,november,23,tuesday,12804,FALSE
1999,november,24,wednesday,11409,FALSE
1999,november,25,thursday,7529,FALSE
1999,november,26,friday,8892,FALSE
1999,november,27,saturday,8024,TRUE
1999,november,28,sunday,7418,TRUE
1999,november,29,monday,11095,FALSE
1999,november,30,tuesday,12544,FALSE
1999,december,1,wednesday,12282,FALSE
1999,december,2,thursday,11976,FALSE
1999,december,3,friday,11591,FALSE
1999,december,4,saturday,8333,TRUE
1999,december,5,sunday,7503,TRUE
1999,december,6,monday,10956,FALSE
1999,december,7,tuesday,12329,FALSE
1999,december,8,wednesday,11849,FALSE
1999,december,9,thursday,11728,FALSE
1999,december,10,friday,11459,FALSE
1999,december,11,saturday,8442,TRUE
1999,december,12,sunday,7528,TRUE
1999,december,13,monday,10830,FALSE
1999,december,14,tuesday,12667,FALSE
1999,december,15,wednesday,12623,FALSE
1999,december,16,thursday,12441,FALSE
1999,december,17,friday,12453,FALSE
1999,december,18,saturday,8979,TRUE
1999,december,19,sunday,7732,TRUE
1999,december,20,monday,12497,FALSE
1999,december,21,tuesday,13508,FALSE
1999,december,22,wednesday,12166,FALSE
1999,december,23,thursday,10591,FALSE
1999,december,24,friday,8046,FALSE
1999,december,25,saturday,6674,TRUE
1999,december,26,sunday,7432,TRUE
1999,december,27,monday,11579,FALSE
1999,december,28,tuesday,13158,FALSE
1999,december,29,wednesday,12629,FALSE
1999,december,30,thursday,11935,FALSE
1999,december,31,friday,9335,FALSE
2000,january,1,saturday,9083,TRUE
2000,january,2,sunday,8006,TRUE
2000,january,3,monday,11363,FALSE
2000,january,4,tuesday,13032,FALSE
2000,january,5,wednesday,12558,FALSE
2000,january,6,thursday,12466,FALSE
2000,january,7,friday,12516,FALSE
2000,january,8,saturday,8934,TRUE
2000,january,9,sunday,7949,TRUE
2000,january,10,monday,11668,FALSE
2000,january,11,tuesday,12611,FALSE
2000,january,12,wednesday,12398,FALSE
2000,january,13,thursday,11815,FALSE
2000,january,14,friday,12180,FALSE
2000,january,15,saturday,8525,TRUE
2000,january,16,sunday,7657,TRUE
2000,january,17,monday,10824,FALSE
2000,january,18,tuesday,12350,FALSE
2000,january,19,wednesday,12405,FALSE
2000,january,20,thursday,12506,FALSE
2000,january,21,friday,11953,FALSE
2000,january,22,saturday,8855,TRUE
2000,january,23,sunday,7856,TRUE
2000,january,24,monday,11449,FALSE
2000,january,25,tuesday,12593,FALSE
2000,january,26,wednesday,12143,FALSE
2000,january,27,thursday,12408,FALSE
2000,january,28,friday,11934,FALSE
2000,january,29,saturday,8805,TRUE
2000,january,30,sunday,7764,TRUE
2000,january,31,monday,11133,FALSE
2000,february,1,tuesday,12614,FALSE
2000,february,2,wednesday,12465,FALSE
2000,february,3,thursday,12062,FALSE
2000,february,4,friday,12035,FALSE
2000,february,5,saturday,8624,TRUE
2000,february,6,sunday,7862,TRUE
2000,february,7,monday,11630,FALSE
2000,february,8,tuesday,12879,FALSE
2000,february,9,wednesday,12315,FALSE
2000,february,10,thursday,12612,FALSE
2000,february,11,friday,12411,FALSE
2000,february,12,saturday,8836,TRUE
2000,february,13,sunday,7933,TRUE
2000,february,14,monday,12152,FALSE
2000,february,15,tuesday,13017,FALSE
2000,february,16,wednesday,12504,FALSE
2000,february,17,thursday,12520,FALSE
2000,february,18,friday,12406,FALSE
2000,february,19,saturday,8861,TRUE
2000,february,20,sunday,7943,TRUE
2000,february,21,monday,10610,FALSE
2000,february,22,tuesday,12664,FALSE
2000,february,23,wednesday,12252,FALSE
2000,february,24,thursday,12423,FALSE
2000,february,25,friday,12204,FALSE
2000,february,26,saturday,9026,TRUE
2000,february,27,sunday,7836,TRUE
2000,february,28,monday,11455,FALSE
2000,february,29,tuesday,11895,FALSE
2000,march,1,wednesday,12672,FALSE
2000,march,2,thursday,12524,FALSE
2000,march,3,friday,12390,FALSE
2000,march,4,saturday,9054,TRUE
2000,march,5,sunday,7734,TRUE
2000,march,6,monday,11375,FALSE
2000,march,7,tuesday,12420,FALSE
2000,march,8,wednesday,12338,FALSE
2000,march,9,thursday,12615,FALSE
2000,march,10,friday,12152,FALSE
2000,march,11,saturday,8822,TRUE
2000,march,12,sunday,7937,TRUE
2000,march,13,monday,11157,FALSE
2000,march,14,tuesday,12773,FALSE
2000,march,15,wednesday,12428,FALSE
2000,march,16,thursday,12431,FALSE
2000,march,17,friday,12385,FALSE
2000,march,18,saturday,8677,TRUE
2000,march,19,sunday,7782,TRUE
2000,march,20,monday,11595,FALSE
2000,march,21,tuesday,12689,FALSE
2000,march,22,wednesday,12272,FALSE
2000,march,23,thursday,12396,FALSE
2000,march,24,friday,12327,FALSE
2000,march,25,saturday,9155,TRUE
2000,march,26,sunday,7815,TRUE
2000,march,27,monday,11291,FALSE
2000,march,28,tuesday,12650,FALSE
2000,march,29,wednesday,12077,FALSE
2000,march,30,thursday,12071,FALSE
2000,march,31,friday,11820,FALSE
2000,april,1,saturday,8388,TRUE
2000,april,2,sunday,7540,TRUE
2000,april,3,monday,11397,FALSE
2000,april,4,tuesday,12797,FALSE
2000,april,5,wednesday,12209,FALSE
2000,april,6,thursday,12192,FALSE
2000,april,7,friday,12213,FALSE
2000,april,8,saturday,8743,TRUE
2000,april,9,sunday,7759,TRUE
2000,april,10,monday,11333,FALSE
2000,april,11,tuesday,12850,FALSE
2000,april,12,wednesday,12545,FALSE
2000,april,13,thursday,11907,FALSE
2000,april,14,friday,12053,FALSE
2000,april,15,saturday,8887,TRUE
2000,april,16,sunday,7859,TRUE
2000,april,17,monday,11322,FALSE
2000,april,18,tuesday,12783,FALSE
2000,april,19,wednesday,12562,FALSE
2000,april,20,thursday,12301,FALSE
2000,april,21,friday,11257,FALSE
2000,april,22,saturday,8367,TRUE
2000,april,23,sunday,7483,TRUE
2000,april,24,monday,11309,FALSE
2000,april,25,tuesday,12488,FALSE
2000,april,26,wednesday,12245,FALSE
2000,april,27,thursday,12235,FALSE
2000,april,28,friday,11989,FALSE
2000,april,29,saturday,8703,TRUE
2000,april,30,sunday,7641,TRUE
2000,may,1,monday,11621,FALSE
2000,may,2,tuesday,12934,FALSE
2000,may,3,wednesday,12259,FALSE
2000,may,4,thursday,12434,FALSE
2000,may,5,friday,12539,FALSE
2000,may,6,saturday,8814,TRUE
2000,may,7,sunday,7797,TRUE
2000,may,8,monday,11604,FALSE
2000,may,9,tuesday,12744,FALSE
2000,may,10,wednesday,12607,FALSE
2000,may,11,thursday,12442,FALSE
2000,may,12,friday,12132,FALSE
2000,may,13,saturday,8747,TRUE
2000,may,14,sunday,7617,TRUE
2000,may,15,monday,11587,FALSE
2000,may,16,tuesday,12898,FALSE
2000,may,17,wednesday,12729,FALSE
2000,may,18,thursday,12580,FALSE
2000,may,19,friday,12174,FALSE
2000,may,20,saturday,8673,TRUE
2000,may,21,sunday,7887,TRUE
2000,may,22,monday,11582,FALSE
2000,may,23,tuesday,13097,FALSE
2000,may,24,wednesday,12669,FALSE
2000,may,25,thursday,13026,FALSE
2000,may,26,friday,12726,FALSE
2000,may,27,saturday,8991,TRUE
2000,may,28,sunday,7873,TRUE
2000,may,29,monday,8272,FALSE
2000,may,30,tuesday,11954,FALSE
2000,may,31,wednesday,12941,FALSE
2000,june,1,thursday,13363,FALSE
2000,june,2,friday,12695,FALSE
2000,june,3,saturday,8940,TRUE
2000,june,4,sunday,7983,TRUE
2000,june,5,monday,11647,FALSE
2000,june,6,tuesday,12765,FALSE
2000,june,7,wednesday,12474,FALSE
2000,june,8,thursday,12751,FALSE
2000,june,9,friday,12504,FALSE
2000,june,10,saturday,9134,TRUE
2000,june,11,sunday,8116,TRUE
2000,june,12,monday,11848,FALSE
2000,june,13,tuesday,12683,FALSE
2000,june,14,wednesday,12849,FALSE
2000,june,15,thursday,12798,FALSE
2000,june,16,friday,12727,FALSE
2000,june,17,saturday,9143,TRUE
2000,june,18,sunday,8162,TRUE
2000,june,19,monday,11649,FALSE
2000,june,20,tuesday,13017,FALSE
2000,june,21,wednesday,12729,FALSE
2000,june,22,thursday,12809,FALSE
2000,june,23,friday,12603,FALSE
2000,june,24,saturday,9094,TRUE
2000,june,25,sunday,8178,TRUE
2000,june,26,monday,12164,FALSE
2000,june,27,tuesday,13354,FALSE
2000,june,28,wednesday,13033,FALSE
2000,june,29,thursday,13462,FALSE
2000,june,30,friday,13225,FALSE
2000,july,1,saturday,9376,TRUE
2000,july,2,sunday,8100,TRUE
2000,july,3,monday,11345,FALSE
2000,july,4,tuesday,9550,FALSE
2000,july,5,wednesday,12346,FALSE
2000,july,6,thursday,13853,FALSE
2000,july,7,friday,13658,FALSE
2000,july,8,saturday,9631,TRUE
2000,july,9,sunday,8586,TRUE
2000,july,10,monday,12420,FALSE
2000,july,11,tuesday,13584,FALSE
2000,july,12,wednesday,12827,FALSE
2000,july,13,thursday,12980,FALSE
2000,july,14,friday,13230,FALSE
2000,july,15,saturday,9627,TRUE
2000,july,16,sunday,8423,TRUE
2000,july,17,monday,12053,FALSE
2000,july,18,tuesday,13663,FALSE
2000,july,19,wednesday,13001,FALSE
2000,july,20,thursday,13173,FALSE
2000,july,21,friday,13027,FALSE
2000,july,22,saturday,9463,TRUE
2000,july,23,sunday,8166,TRUE
2000,july,24,monday,12128,FALSE
2000,july,25,tuesday,13176,FALSE
2000,july,26,wednesday,12931,FALSE
2000,july,27,thursday,13155,FALSE
2000,july,28,friday,12890,FALSE
2000,july,29,saturday,9465,TRUE
2000,july,30,sunday,8444,TRUE
2000,july,31,monday,11860,FALSE
2000,august,1,tuesday,13356,FALSE
2000,august,2,wednesday,12835,FALSE
2000,august,3,thursday,13092,FALSE
2000,august,4,friday,12940,FALSE
2000,august,5,saturday,9398,TRUE
2000,august,6,sunday,8350,TRUE
2000,august,7,monday,11864,FALSE
2000,august,8,tuesday,13693,FALSE
2000,august,9,wednesday,13170,FALSE
2000,august,10,thursday,12953,FALSE
2000,august,11,friday,12729,FALSE
2000,august,12,saturday,9305,TRUE
2000,august,13,sunday,8313,TRUE
2000,august,14,monday,11927,FALSE
2000,august,15,tuesday,13374,FALSE
2000,august,16,wednesday,13174,FALSE
2000,august,17,thursday,13099,FALSE
2000,august,18,friday,13124,FALSE
2000,august,19,saturday,9276,TRUE
2000,august,20,sunday,8346,TRUE
2000,august,21,monday,12003,FALSE
2000,august,22,tuesday,13406,FALSE
2000,august,23,wednesday,12929,FALSE
2000,august,24,thursday,13021,FALSE
2000,august,25,friday,12926,FALSE
2000,august,26,saturday,9341,TRUE
2000,august,27,sunday,8240,TRUE
2000,august,28,monday,12074,FALSE
2000,august,29,tuesday,13237,FALSE
2000,august,30,wednesday,13111,FALSE
2000,august,31,thursday,13287,FALSE
2000,september,1,friday,13145,FALSE
2000,september,2,saturday,9265,TRUE
2000,september,3,sunday,8248,TRUE
2000,september,4,monday,8603,FALSE
2000,september,5,tuesday,12200,FALSE
